,Date,Close,Symbol
192,2020-01-23,219.75999500000003,FB
193,2020-01-23,79.807503,AAPL
194,2020-01-23,166.720001,MSFT
195,2020-01-24,217.940002,FB
196,2020-01-24,79.577499,AAPL
197,2020-01-24,165.03999299999998,MSFT
198,2020-01-27,214.86999500000002,FB
199,2020-01-27,77.237503,AAPL
200,2020-01-27,162.279999,MSFT
201,2020-01-28,217.789993,FB
202,2020-01-28,79.422501,AAPL
203,2020-01-28,165.46000700000002,MSFT
204,2020-01-29,223.229996,FB
205,2020-01-29,81.084999,AAPL
206,2020-01-29,168.03999299999998,MSFT
207,2020-01-30,209.529999,FB
208,2020-01-30,80.967499,AAPL
209,2020-01-30,172.779999,MSFT
210,2020-01-31,201.91000400000001,FB
211,2020-01-31,77.377502,AAPL
212,2020-01-31,170.229996,MSFT
213,2020-02-03,204.190002,FB
214,2020-02-03,77.165001,AAPL
215,2020-02-03,174.380005,MSFT
216,2020-02-04,209.830002,FB
217,2020-02-04,79.712502,AAPL
218,2020-02-04,180.119995,MSFT
219,2020-02-05,210.11000099999998,FB
220,2020-02-05,80.362503,AAPL
221,2020-02-05,179.899994,MSFT
222,2020-02-06,210.850006,FB
223,2020-02-06,81.302498,AAPL
224,2020-02-06,183.630005,MSFT
225,2020-02-07,212.330002,FB
226,2020-02-07,80.0075,AAPL
227,2020-02-07,183.889999,MSFT
228,2020-02-10,213.059998,FB
229,2020-02-10,80.387497,AAPL
230,2020-02-10,188.699997,MSFT
231,2020-02-11,207.190002,FB
232,2020-02-11,79.902496,AAPL
233,2020-02-11,184.440002,MSFT
234,2020-02-12,210.75999500000003,FB
235,2020-02-12,81.800003,AAPL
236,2020-02-12,184.71000700000002,MSFT
237,2020-02-13,213.13999900000002,FB
238,2020-02-13,81.217499,AAPL
239,2020-02-13,183.71000700000002,MSFT
240,2020-02-14,214.17999300000002,FB
241,2020-02-14,81.237503,AAPL
242,2020-02-14,185.350006,MSFT
243,2020-02-18,217.80000299999998,FB
244,2020-02-18,79.75,AAPL
245,2020-02-18,187.229996,MSFT
246,2020-02-19,217.49000499999997,FB
247,2020-02-19,80.904999,AAPL
248,2020-02-19,187.279999,MSFT
249,2020-02-20,214.580002,FB
250,2020-02-20,80.074997,AAPL
251,2020-02-20,184.419998,MSFT
252,2020-02-21,210.17999300000002,FB
253,2020-02-21,78.262497,AAPL
254,2020-02-21,178.58999599999999,MSFT
255,2020-02-24,200.720001,FB
256,2020-02-24,74.54499799999999,AAPL
257,2020-02-24,170.889999,MSFT
258,2020-02-25,196.770004,FB
259,2020-02-25,72.019997,AAPL
260,2020-02-25,168.070007,MSFT
261,2020-02-26,197.199997,FB
262,2020-02-26,73.162498,AAPL
263,2020-02-26,170.169998,MSFT
264,2020-02-27,189.75,FB
265,2020-02-27,68.379997,AAPL
266,2020-02-27,158.179993,MSFT
267,2020-02-28,192.470001,FB
268,2020-02-28,68.339996,AAPL
269,2020-02-28,162.009995,MSFT
270,2020-03-02,196.440002,FB
271,2020-03-02,74.702499,AAPL
272,2020-03-02,172.78999299999998,MSFT
273,2020-03-03,185.889999,FB
274,2020-03-03,72.33000200000001,AAPL
275,2020-03-03,164.509995,MSFT
276,2020-03-04,191.759995,FB
277,2020-03-04,75.684998,AAPL
278,2020-03-04,170.550003,MSFT
279,2020-03-05,185.169998,FB
280,2020-03-05,73.230003,AAPL
281,2020-03-05,166.270004,MSFT
282,2020-03-06,181.08999599999999,FB
283,2020-03-06,72.2575,AAPL
284,2020-03-06,161.570007,MSFT
285,2020-03-09,169.5,FB
286,2020-03-09,66.542503,AAPL
287,2020-03-09,150.619995,MSFT
288,2020-03-10,178.190002,FB
289,2020-03-10,71.334999,AAPL
290,2020-03-10,160.919998,MSFT
291,2020-03-11,170.240005,FB
292,2020-03-11,68.85749799999999,AAPL
293,2020-03-11,153.630005,MSFT
294,2020-03-12,154.470001,FB
295,2020-03-12,62.057499,AAPL
296,2020-03-12,139.059998,MSFT
297,2020-03-13,170.279999,FB
298,2020-03-13,69.4925,AAPL
299,2020-03-13,158.830002,MSFT
300,2020-03-16,146.009995,FB
301,2020-03-16,60.552502000000004,AAPL
302,2020-03-16,135.419998,MSFT
303,2020-03-17,149.419998,FB
304,2020-03-17,63.215,AAPL
305,2020-03-17,146.570007,MSFT
306,2020-03-18,146.96000700000002,FB
307,2020-03-18,61.6675,AAPL
308,2020-03-18,140.399994,MSFT
309,2020-03-19,153.130005,FB
310,2020-03-19,61.195,AAPL
311,2020-03-19,142.71000700000002,MSFT
312,2020-03-20,149.729996,FB
313,2020-03-20,57.310001,AAPL
314,2020-03-20,137.350006,MSFT
315,2020-03-23,148.100006,FB
316,2020-03-23,56.092499,AAPL
317,2020-03-23,135.979996,MSFT
318,2020-03-24,160.979996,FB
319,2020-03-24,61.720001,AAPL
320,2020-03-24,148.33999599999999,MSFT
321,2020-03-25,156.21000700000002,FB
322,2020-03-25,61.380001,AAPL
323,2020-03-25,146.919998,MSFT
324,2020-03-26,163.33999599999999,FB
325,2020-03-26,64.610001,AAPL
326,2020-03-26,156.110001,MSFT
327,2020-03-27,156.78999299999998,FB
328,2020-03-27,61.935001,AAPL
329,2020-03-27,149.699997,MSFT
330,2020-03-30,165.949997,FB
331,2020-03-30,63.702498999999996,AAPL
332,2020-03-30,160.229996,MSFT
333,2020-03-31,166.800003,FB
334,2020-03-31,63.572497999999996,AAPL
335,2020-03-31,157.71000700000002,MSFT
336,2020-04-01,159.600006,FB
337,2020-04-01,60.227501000000004,AAPL
338,2020-04-01,152.110001,MSFT
339,2020-04-02,158.190002,FB
340,2020-04-02,61.232498,AAPL
341,2020-04-02,155.259995,MSFT
342,2020-04-03,154.179993,FB
343,2020-04-03,60.352501000000004,AAPL
344,2020-04-03,153.830002,MSFT
345,2020-04-06,165.550003,FB
346,2020-04-06,65.6175,AAPL
347,2020-04-06,165.270004,MSFT
348,2020-04-07,168.830002,FB
349,2020-04-07,64.85749799999999,AAPL
350,2020-04-07,163.490005,MSFT
351,2020-04-08,174.279999,FB
352,2020-04-08,66.51750200000001,AAPL
353,2020-04-08,165.130005,MSFT
354,2020-04-09,175.190002,FB
355,2020-04-09,66.997498,AAPL
356,2020-04-09,165.139999,MSFT
357,2020-04-13,174.78999299999998,FB
358,2020-04-13,68.3125,AAPL
359,2020-04-13,165.509995,MSFT
360,2020-04-14,178.169998,FB
361,2020-04-14,71.762497,AAPL
362,2020-04-14,173.699997,MSFT
363,2020-04-15,176.970001,FB
364,2020-04-15,71.10749799999999,AAPL
365,2020-04-15,171.880005,MSFT
366,2020-04-16,176.25,FB
367,2020-04-16,71.672501,AAPL
368,2020-04-16,177.03999299999998,MSFT
369,2020-04-17,179.240005,FB
370,2020-04-17,70.699997,AAPL
371,2020-04-17,178.600006,MSFT
372,2020-04-20,178.240005,FB
373,2020-04-20,69.23249799999999,AAPL
374,2020-04-20,175.059998,MSFT
375,2020-04-21,170.800003,FB
376,2020-04-21,67.092499,AAPL
377,2020-04-21,167.820007,MSFT
378,2020-04-22,182.279999,FB
379,2020-04-22,69.025002,AAPL
380,2020-04-22,173.520004,MSFT
381,2020-04-23,185.130005,FB
382,2020-04-23,68.7575,AAPL
383,2020-04-23,171.419998,MSFT
384,2020-04-24,190.070007,FB
385,2020-04-24,70.7425,AAPL
386,2020-04-24,174.550003,MSFT
387,2020-04-27,187.5,FB
388,2020-04-27,70.792503,AAPL
389,2020-04-27,174.050003,MSFT
390,2020-04-28,182.91000400000001,FB
391,2020-04-28,69.644997,AAPL
392,2020-04-28,169.809998,MSFT
393,2020-04-29,194.190002,FB
394,2020-04-29,71.932503,AAPL
395,2020-04-29,177.429993,MSFT
396,2020-04-30,204.71000700000002,FB
397,2020-04-30,73.449997,AAPL
398,2020-04-30,179.21000700000002,MSFT
399,2020-05-01,202.270004,FB
400,2020-05-01,72.26750200000001,AAPL
401,2020-05-01,174.570007,MSFT
402,2020-05-04,205.259995,FB
403,2020-05-04,73.290001,AAPL
404,2020-05-04,178.83999599999999,MSFT
405,2020-05-05,207.070007,FB
406,2020-05-05,74.389999,AAPL
407,2020-05-05,180.759995,MSFT
408,2020-05-06,208.470001,FB
409,2020-05-06,75.157501,AAPL
410,2020-05-06,182.53999299999998,MSFT
411,2020-05-07,211.25999500000003,FB
412,2020-05-07,75.934998,AAPL
413,2020-05-07,183.600006,MSFT
414,2020-05-08,212.350006,FB
415,2020-05-08,77.532501,AAPL
416,2020-05-08,184.679993,MSFT
417,2020-05-11,213.17999300000002,FB
418,2020-05-11,78.752502,AAPL
419,2020-05-11,186.740005,MSFT
420,2020-05-12,210.100006,FB
421,2020-05-12,77.852501,AAPL
422,2020-05-12,182.509995,MSFT
423,2020-05-13,205.100006,FB
424,2020-05-13,76.912498,AAPL
425,2020-05-13,179.75,MSFT
426,2020-05-14,206.809998,FB
427,2020-05-14,77.385002,AAPL
428,2020-05-14,180.529999,MSFT
429,2020-05-15,210.88000499999998,FB
430,2020-05-15,76.927498,AAPL
431,2020-05-15,183.16000400000001,MSFT
432,2020-05-18,213.190002,FB
433,2020-05-18,78.739998,AAPL
434,2020-05-18,184.91000400000001,MSFT
435,2020-05-19,216.88000499999998,FB
436,2020-05-19,78.285004,AAPL
437,2020-05-19,183.630005,MSFT
438,2020-05-20,229.97000099999997,FB
439,2020-05-20,79.807503,AAPL
440,2020-05-20,185.66000400000001,MSFT
441,2020-05-21,231.38999900000002,FB
442,2020-05-21,79.212502,AAPL
443,2020-05-21,183.429993,MSFT
444,2020-05-22,234.91000400000001,FB
445,2020-05-22,79.722504,AAPL
446,2020-05-22,183.509995,MSFT
447,2020-05-26,232.19999700000002,FB
448,2020-05-26,79.182503,AAPL
449,2020-05-26,181.570007,MSFT
450,2020-05-27,229.13999900000002,FB
451,2020-05-27,79.527496,AAPL
452,2020-05-27,181.809998,MSFT
453,2020-05-28,225.460007,FB
454,2020-05-28,79.5625,AAPL
455,2020-05-28,181.399994,MSFT
456,2020-05-29,225.08999599999999,FB
457,2020-05-29,79.485001,AAPL
458,2020-05-29,183.25,MSFT
459,2020-06-01,231.91000400000001,FB
460,2020-06-01,80.462502,AAPL
461,2020-06-01,182.830002,MSFT
462,2020-06-02,232.72000099999997,FB
463,2020-06-02,80.834999,AAPL
464,2020-06-02,184.91000400000001,MSFT
465,2020-06-03,230.16000400000001,FB
466,2020-06-03,81.279999,AAPL
467,2020-06-03,185.360001,MSFT
468,2020-06-04,226.289993,FB
469,2020-06-04,80.58000200000001,AAPL
470,2020-06-04,182.919998,MSFT
471,2020-06-05,230.770004,FB
472,2020-06-05,82.875,AAPL
473,2020-06-05,187.199997,MSFT
474,2020-06-08,231.399994,FB
475,2020-06-08,83.364998,AAPL
476,2020-06-08,188.360001,MSFT
477,2020-06-09,238.669998,FB
478,2020-06-09,85.997498,AAPL
479,2020-06-09,189.800003,MSFT
480,2020-06-10,236.729996,FB
481,2020-06-10,88.209999,AAPL
482,2020-06-10,196.83999599999999,MSFT
483,2020-06-11,224.42999300000002,FB
484,2020-06-11,83.974998,AAPL
485,2020-06-11,186.270004,MSFT
486,2020-06-12,228.580002,FB
487,2020-06-12,84.699997,AAPL
488,2020-06-12,187.740005,MSFT
489,2020-06-15,232.5,FB
490,2020-06-15,85.747498,AAPL
491,2020-06-15,188.940002,MSFT
492,2020-06-16,235.649994,FB
493,2020-06-16,88.019997,AAPL
494,2020-06-16,193.570007,MSFT
495,2020-06-17,235.52999900000003,FB
496,2020-06-17,87.897499,AAPL
497,2020-06-17,194.240005,MSFT
498,2020-06-18,235.940002,FB
499,2020-06-18,87.932503,AAPL
500,2020-06-18,196.320007,MSFT
501,2020-06-19,238.789993,FB
502,2020-06-19,87.43,AAPL
503,2020-06-19,195.149994,MSFT
504,2020-06-22,239.22000099999997,FB
505,2020-06-22,89.717499,AAPL
506,2020-06-22,200.570007,MSFT
507,2020-06-23,242.24000499999997,FB
508,2020-06-23,91.6325,AAPL
509,2020-06-23,201.91000400000001,MSFT
510,2020-06-24,234.020004,FB
511,2020-06-24,90.014999,AAPL
512,2020-06-24,197.83999599999999,MSFT
513,2020-06-25,235.67999300000002,FB
514,2020-06-25,91.209999,AAPL
515,2020-06-25,200.33999599999999,MSFT
516,2020-06-26,216.080002,FB
517,2020-06-26,88.407501,AAPL
518,2020-06-26,196.330002,MSFT
519,2020-06-29,220.63999900000002,FB
520,2020-06-29,90.445,AAPL
521,2020-06-29,198.440002,MSFT
522,2020-06-30,227.07000699999998,FB
523,2020-06-30,91.199997,AAPL
524,2020-06-30,203.509995,MSFT
525,2020-07-01,237.55000299999998,FB
526,2020-07-01,91.027496,AAPL
527,2020-07-01,204.699997,MSFT
528,2020-07-02,233.419998,FB
529,2020-07-02,91.027496,AAPL
530,2020-07-02,206.259995,MSFT
531,2020-07-06,240.27999900000003,FB
532,2020-07-06,93.462502,AAPL
533,2020-07-06,210.69999700000002,MSFT
534,2020-07-07,240.86000099999998,FB
535,2020-07-07,93.172501,AAPL
536,2020-07-07,208.25,MSFT
537,2020-07-08,243.580002,FB
538,2020-07-08,95.342499,AAPL
539,2020-07-08,212.830002,MSFT
540,2020-07-09,244.5,FB
541,2020-07-09,95.752502,AAPL
542,2020-07-09,214.32000699999998,MSFT
543,2020-07-10,245.07000699999998,FB
544,2020-07-10,95.91999799999999,AAPL
545,2020-07-10,213.669998,MSFT
546,2020-07-13,239.0,FB
547,2020-07-13,95.477501,AAPL
548,2020-07-13,207.070007,MSFT
549,2020-07-14,239.729996,FB
550,2020-07-14,97.057503,AAPL
551,2020-07-14,208.350006,MSFT
552,2020-07-15,240.27999900000003,FB
553,2020-07-15,97.724998,AAPL
554,2020-07-15,208.03999299999998,MSFT
555,2020-07-16,240.92999300000002,FB
556,2020-07-16,96.522499,AAPL
557,2020-07-16,203.919998,MSFT
558,2020-07-17,242.02999900000003,FB
559,2020-07-17,96.327499,AAPL
560,2020-07-17,202.880005,MSFT
561,2020-07-20,245.419998,FB
562,2020-07-20,98.35749799999999,AAPL
563,2020-07-20,211.600006,MSFT
564,2020-07-21,241.75,FB
565,2020-07-21,97.0,AAPL
566,2020-07-21,208.75,MSFT
567,2020-07-22,239.86999500000002,FB
568,2020-07-22,97.272499,AAPL
569,2020-07-22,211.75,MSFT
570,2020-07-23,232.600006,FB
571,2020-07-23,92.845001,AAPL
572,2020-07-23,202.53999299999998,MSFT
573,2020-07-24,230.710007,FB
574,2020-07-24,92.614998,AAPL
575,2020-07-24,201.300003,MSFT
576,2020-07-27,233.5,FB
577,2020-07-27,94.809998,AAPL
578,2020-07-27,203.850006,MSFT
579,2020-07-28,230.11999500000002,FB
580,2020-07-28,93.252502,AAPL
581,2020-07-28,202.020004,MSFT
582,2020-07-29,233.289993,FB
583,2020-07-29,95.040001,AAPL
584,2020-07-29,204.059998,MSFT
585,2020-07-30,234.5,FB
586,2020-07-30,96.190002,AAPL
587,2020-07-30,203.899994,MSFT
588,2020-07-31,253.669998,FB
589,2020-07-31,106.260002,AAPL
590,2020-07-31,205.009995,MSFT
591,2020-08-03,251.960007,FB
592,2020-08-03,108.9375,AAPL
593,2020-08-03,216.539993,MSFT
594,2020-08-04,249.830002,FB
595,2020-08-04,109.665001,AAPL
596,2020-08-04,213.289993,MSFT
597,2020-08-05,249.11999500000002,FB
598,2020-08-05,110.0625,AAPL
599,2020-08-05,212.940002,MSFT
600,2020-08-06,265.27999900000003,FB
601,2020-08-06,113.902496,AAPL
602,2020-08-06,216.350006,MSFT
603,2020-08-07,268.440002,FB
604,2020-08-07,111.112503,AAPL
605,2020-08-07,212.479996,MSFT
606,2020-08-10,263.0,FB
607,2020-08-10,112.727501,AAPL
608,2020-08-10,208.25,MSFT
609,2020-08-11,256.130005,FB
610,2020-08-11,109.375,AAPL
611,2020-08-11,203.380005,MSFT
612,2020-08-12,259.890015,FB
613,2020-08-12,113.010002,AAPL
614,2020-08-12,209.190002,MSFT
615,2020-08-13,261.299988,FB
616,2020-08-13,115.010002,AAPL
617,2020-08-13,208.699997,MSFT
618,2020-08-14,261.23999,FB
619,2020-08-14,114.907501,AAPL
620,2020-08-14,208.899994,MSFT
621,2020-08-17,261.160004,FB
622,2020-08-17,114.60749799999999,AAPL
623,2020-08-17,210.27999900000003,MSFT
624,2020-08-18,262.339996,FB
625,2020-08-18,115.5625,AAPL
626,2020-08-18,211.49000499999997,MSFT
627,2020-08-19,262.589996,FB
628,2020-08-19,115.707497,AAPL
629,2020-08-19,209.699997,MSFT
630,2020-08-20,269.01001,FB
631,2020-08-20,118.275002,AAPL
632,2020-08-20,214.580002,MSFT
633,2020-08-21,267.01001,FB
634,2020-08-21,124.370003,AAPL
635,2020-08-21,213.020004,MSFT
636,2020-08-24,271.390015,FB
637,2020-08-24,125.85749799999999,AAPL
638,2020-08-24,213.690002,MSFT
639,2020-08-25,280.820007,FB
640,2020-08-25,124.824997,AAPL
641,2020-08-25,216.47000099999997,MSFT
642,2020-08-26,303.910004,FB
643,2020-08-26,126.522499,AAPL
644,2020-08-26,221.149994,MSFT
645,2020-08-27,293.22000099999997,FB
646,2020-08-27,125.010002,AAPL
647,2020-08-27,226.580002,MSFT
648,2020-08-28,293.660004,FB
649,2020-08-28,124.807503,AAPL
650,2020-08-28,228.91000400000001,MSFT
651,2020-08-31,293.200012,FB
652,2020-08-31,129.03999299999998,AAPL
653,2020-08-31,225.52999900000003,MSFT
654,2020-09-01,295.440002,FB
655,2020-09-01,134.179993,AAPL
656,2020-09-01,227.270004,MSFT
657,2020-09-02,302.5,FB
658,2020-09-02,131.399994,AAPL
659,2020-09-02,231.649994,MSFT
660,2020-09-03,291.119995,FB
661,2020-09-03,120.879997,AAPL
662,2020-09-03,217.30000299999998,MSFT
663,2020-09-04,282.730011,FB
664,2020-09-04,120.959999,AAPL
665,2020-09-04,214.25,MSFT
666,2020-09-08,271.160004,FB
667,2020-09-08,112.82,AAPL
668,2020-09-08,202.66000400000001,MSFT
669,2020-09-09,273.72000099999997,FB
670,2020-09-09,117.32,AAPL
671,2020-09-09,211.289993,MSFT
672,2020-09-10,268.089996,FB
673,2020-09-10,113.489998,AAPL
674,2020-09-10,205.369995,MSFT
675,2020-09-11,266.609985,FB
676,2020-09-11,112.0,AAPL
677,2020-09-11,204.029999,MSFT
678,2020-09-14,266.149994,FB
679,2020-09-14,115.360001,AAPL
680,2020-09-14,205.41000400000001,MSFT
681,2020-09-15,272.420013,FB
682,2020-09-15,115.540001,AAPL
683,2020-09-15,208.779999,MSFT
684,2020-09-16,263.519989,FB
685,2020-09-16,112.129997,AAPL
686,2020-09-16,205.050003,MSFT
687,2020-09-17,254.82000699999998,FB
688,2020-09-17,110.339996,AAPL
689,2020-09-17,202.91000400000001,MSFT
690,2020-09-18,252.52999900000003,FB
691,2020-09-18,106.839996,AAPL
692,2020-09-18,200.389999,MSFT
693,2020-09-21,248.149994,FB
694,2020-09-21,110.08000200000001,AAPL
695,2020-09-21,202.53999299999998,MSFT
696,2020-09-22,254.75,FB
697,2020-09-22,111.809998,AAPL
698,2020-09-22,207.419998,MSFT
699,2020-09-23,249.020004,FB
700,2020-09-23,107.120003,AAPL
701,2020-09-23,200.58999599999999,MSFT
702,2020-09-24,249.52999900000003,FB
703,2020-09-24,108.220001,AAPL
704,2020-09-24,203.190002,MSFT
705,2020-09-25,254.82000699999998,FB
706,2020-09-25,112.279999,AAPL
707,2020-09-25,207.820007,MSFT
708,2020-09-28,256.820007,FB
709,2020-09-28,114.959999,AAPL
710,2020-09-28,209.440002,MSFT
711,2020-09-29,261.790009,FB
712,2020-09-29,114.089996,AAPL
713,2020-09-29,207.259995,MSFT
714,2020-09-30,261.899994,FB
715,2020-09-30,115.809998,AAPL
716,2020-09-30,210.330002,MSFT
717,2020-10-01,266.630005,FB
718,2020-10-01,116.790001,AAPL
719,2020-10-01,212.460007,MSFT
720,2020-10-02,259.940002,FB
721,2020-10-02,113.019997,AAPL
722,2020-10-02,206.190002,MSFT
723,2020-10-05,264.649994,FB
724,2020-10-05,116.5,AAPL
725,2020-10-05,210.38000499999998,MSFT
726,2020-10-06,258.660004,FB
727,2020-10-06,113.160004,AAPL
728,2020-10-06,205.91000400000001,MSFT
729,2020-10-07,258.119995,FB
730,2020-10-07,115.08000200000001,AAPL
731,2020-10-07,209.830002,MSFT
732,2020-10-08,263.76001,FB
733,2020-10-08,114.970001,AAPL
734,2020-10-08,210.580002,MSFT
735,2020-10-09,264.450012,FB
736,2020-10-09,116.970001,AAPL
737,2020-10-09,215.809998,MSFT
738,2020-10-12,275.75,FB
739,2020-10-12,124.400002,AAPL
